timestamp,device_id,N,P,K,temperature,humidity,ph,rainfall,soil_moisture
2026-01-03T11:10:56.541321,device-01,30,79,137,37.1,88.8,8.3,67.5,31.5
2026-01-03T11:10:56.820647,device-01,74,28,152,23.8,67.1,6.9,140.9,44.1
2026-01-03T11:10:59.542650,device-01,84,108,165,35.8,66.4,8.4,171.2,36.9
2026-01-03T11:10:59.821855,device-01,10,87,25,17.4,64.6,6.3,231.1,40.2
2026-01-03T11:11:02.543634,device-01,112,126,20,15.7,79.8,8.0,233.5,18.3
2026-01-03T11:11:02.822762,device-01,81,134,116,19.0,82.5,5.7,171.2,18.3
2026-01-03T11:11:05.544590,device-01,128,99,138,27.6,62.5,7.4,213.9,50.6
2026-01-03T11:11:05.823672,device-01,19,64,89,28.7,88.6,7.2,170.4,23.1
2026-01-03T11:11:08.545425,device-01,136,99,94,18.7,80.3,7.1,170.7,35.5
2026-01-03T11:11:08.824536,device-01,104,14,190,28.6,85.5,7.9,147.9,11.4
2026-01-03T11:11:11.546433,device-01,49,74,116,31.1,38.1,5.9,149.3,39.6
2026-01-03T11:11:11.825754,device-01,109,32,53,17.5,70.4,5.7,160.0,43.3
2026-01-03T11:11:14.547713,device-01,97,46,30,37.6,61.4,5.5,170.0,44.1
2026-01-03T11:11:14.826593,device-01,105,130,184,21.7,32.9,5.8,224.4,15.3
2026-01-03T11:11:17.548697,device-01,42,37,68,28.5,42.7,6.8,152.1,20.6
2026-01-03T11:11:17.828057,device-01,105,95,120,20.1,66.4,5.8,203.3,12.4
2026-01-03T11:11:20.549928,device-01,84,119,179,26.1,62.2,6.9,199.9,29.3
2026-01-03T11:11:20.828977,device-01,62,14,14,38.2,39.4,8.0,36.4,17.5
2026-01-03T11:11:23.550873,device-01,140,133,93,29.3,86.3,6.1,69.8,40.7
2026-01-03T11:11:23.829823,device-01,22,20,93,37.1,74.3,7.0,107.8,40.8
2026-01-03T11:11:26.551948,device-01,46,81,5,38.8,63.5,5.9,174.7,45.2
2026-01-03T11:11:26.830962,device-01,38,132,120,15.1,61.9,6.9,149.7,10.2
2026-01-03T11:11:29.552685,device-01,94,116,32,24.7,35.3,5.2,124.3,58.8
2026-01-03T11:11:29.832426,device-01,118,106,134,38.9,34.3,8.2,171.0,57.9
2026-01-03T11:11:32.553440,device-01,44,50,58,38.0,51.9,6.3,112.6,44.6
2026-01-03T11:11:32.833505,device-01,90,29,145,32.3,51.1,5.4,35.8,43.2
2026-01-03T11:11:35.554567,device-01,76,110,163,38.1,73.0,4.8,128.1,24.9
2026-01-03T11:11:35.834431,device-01,129,127,180,18.7,47.4,5.7,176.0,38.6
2026-01-03T11:11:38.555289,device-01,34,115,98,36.2,87.5,7.5,29.2,57.3
2026-01-03T11:11:38.835507,device-01,20,91,15,20.5,32.2,4.7,97.4,45.5
2026-01-03T11:11:41.556423,device-01,14,105,98,15.3,41.9,7.5,100.3,42.9
2026-01-03T11:11:41.836356,device-01,38,37,116,36.5,53.5,5.2,196.8,55.5
2026-01-03T11:11:44.557406,device-01,6,40,167,25.4,64.8,8.1,206.1,49.3
2026-01-03T11:11:44.837029,device-01,54,29,204,22.2,45.3,6.6,248.0,32.2
2026-01-03T11:11:47.558301,device-01,89,68,163,23.4,74.1,7.2,194.9,39.0
2026-01-03T11:11:47.838092,device-01,27,53,190,28.4,30.1,5.6,31.9,39.0
2026-01-03T11:11:50.559169,device-01,43,49,105,23.7,44.6,6.5,206.3,45.0
2026-01-03T11:11:50.839012,device-01,111,55,103,24.5,89.6,7.9,117.2,46.7
2026-01-03T11:11:53.559942,device-01,27,34,88,39.7,32.8,7.1,206.6,35.1
2026-01-03T11:11:53.839724,device-01,91,113,194,20.1,32.3,5.0,212.3,25.0
2026-01-03T11:11:56.561050,device-01,20,93,41,15.9,83.2,8.4,228.9,49.7
2026-01-03T11:11:56.840689,device-01,132,101,34,30.7,60.9,7.4,215.5,59.4
2026-01-03T11:11:59.561903,device-01,76,60,89,39.1,46.2,6.8,114.6,55.3
2026-01-03T11:11:59.841571,device-01,131,39,98,38.2,68.8,6.3,120.0,56.5
2026-01-03T11:12:02.562735,device-01,46,10,187,30.5,55.5,5.6,43.1,33.0
2026-01-03T11:12:02.842293,device-01,114,14,171,33.3,66.1,6.7,103.8,37.4
2026-01-03T11:12:05.563662,device-01,52,13,65,31.9,61.5,6.1,243.6,39.7
2026-01-03T11:12:05.843252,device-01,133,30,24,22.3,40.4,7.0,209.1,51.1
2026-01-03T11:12:08.564441,device-01,64,26,203,26.0,37.3,6.4,229.1,54.9
2026-01-03T11:12:08.844354,device-01,86,128,164,23.3,38.7,7.9,109.2,12.4
2026-01-03T11:12:11.564911,device-01,117,85,77,36.9,64.1,5.3,58.6,36.9
2026-01-03T11:12:11.845014,device-01,64,29,66,27.5,65.8,6.2,228.8,36.4
2026-01-03T11:12:14.565840,device-01,118,94,110,39.8,40.0,4.9,141.9,49.8
2026-01-03T11:12:14.845589,device-01,137,70,42,16.2,36.9,7.4,174.1,57.3
2026-01-03T11:12:17.566477,device-01,82,6,116,38.0,84.7,8.4,170.4,15.1
2026-01-03T11:12:17.846662,device-01,75,36,128,31.9,34.2,7.8,16.1,19.3
2026-01-03T11:12:20.567116,device-01,107,78,192,25.6,47.8,7.3,179.6,44.2
2026-01-03T11:12:20.847337,device-01,59,117,162,15.2,57.8,5.0,112.1,29.7
2026-01-03T11:12:23.568001,device-01,137,59,82,15.8,40.0,6.2,41.6,47.8
2026-01-03T11:12:23.848356,device-01,56,142,39,37.7,59.7,4.5,163.3,27.6
2026-01-03T11:12:26.568827,device-01,9,123,77,21.5,67.6,6.1,64.1,33.0
2026-01-03T11:12:26.849836,device-01,76,26,5,23.7,80.5,4.7,30.0,55.0
2026-01-03T11:12:29.569635,device-01,13,35,108,35.2,42.1,6.1,241.2,29.7
2026-01-03T11:12:29.850879,device-01,97,15,127,21.0,50.1,7.9,224.8,11.0
2026-01-03T11:12:32.570316,device-01,128,128,187,27.9,56.4,7.5,217.4,43.8
2026-01-03T11:12:32.852212,device-01,119,23,45,30.4,51.6,6.6,143.1,34.4
2026-01-03T11:12:35.570943,device-01,86,100,73,26.7,38.0,5.9,142.4,52.4
2026-01-03T11:12:35.853172,device-01,119,110,110,36.6,59.2,6.9,0.0,49.3
2026-01-03T11:12:38.571895,device-01,136,54,180,18.6,69.7,5.7,78.2,32.0
2026-01-03T11:12:38.853752,device-01,88,83,37,35.2,34.0,4.6,86.0,53.4
2026-01-03T11:12:41.572600,device-01,21,128,13,31.2,74.0,5.1,178.4,17.8
2026-01-03T11:12:41.854771,device-01,109,91,155,16.1,31.5,7.6,246.9,15.9
2026-01-03T11:12:44.573614,device-01,84,76,157,33.1,76.8,5.6,185.5,38.8
2026-01-03T11:12:44.855820,device-01,90,27,9,18.8,82.5,5.7,177.4,26.7
2026-01-03T11:12:47.574578,device-01,13,41,55,25.4,54.4,4.8,85.2,39.1
2026-01-03T11:12:47.856872,device-01,139,20,59,28.4,64.1,5.1,171.9,28.8
2026-01-03T11:12:50.575608,device-01,139,7,52,31.0,70.3,7.6,126.2,29.8
2026-01-03T11:12:50.857483,device-01,39,124,88,37.1,32.5,6.9,129.7,23.3
2026-01-03T11:12:53.576834,device-01,76,76,64,30.3,41.9,4.6,77.5,42.0
2026-01-03T11:12:53.858321,device-01,42,93,188,37.2,75.6,7.7,248.8,27.2
2026-01-03T11:12:56.577704,device-01,34,69,194,29.7,47.4,8.2,83.7,29.5
2026-01-03T11:12:56.859094,device-01,35,106,23,25.7,67.1,7.8,77.4,30.7
2026-01-03T11:12:59.579097,device-01,54,64,152,20.1,65.2,7.8,10.2,32.4
2026-01-03T11:12:59.859928,device-01,33,71,103,31.5,32.2,7.0,180.1,59.3
2026-01-03T11:13:02.580217,device-01,87,19,6,32.3,49.0,5.7,63.5,14.1
2026-01-03T11:13:02.861027,device-01,23,15,165,22.5,45.9,5.1,195.2,53.2
2026-01-03T11:13:05.580945,device-01,89,51,59,36.8,30.3,5.0,81.5,53.7
2026-01-03T11:13:05.862290,device-01,81,107,169,28.8,73.6,8.4,98.9,32.0
2026-01-03T11:13:08.581630,device-01,112,49,101,27.3,81.3,8.4,235.3,38.6
2026-01-03T11:13:08.863604,device-01,22,11,165,25.1,32.5,7.0,206.1,58.4
2026-01-03T11:13:11.582478,device-01,81,136,59,19.6,54.1,6.7,0.9,26.9
2026-01-03T11:13:11.864366,device-01,80,87,150,36.7,72.9,5.6,168.5,31.2
2026-01-03T11:13:14.583442,device-01,9,88,204,39.4,84.6,5.0,43.9,15.2
2026-01-03T11:13:14.865221,device-01,27,89,101,22.4,58.7,5.4,193.1,32.4
2026-01-03T11:13:17.584765,device-01,139,141,8,27.7,51.1,7.7,224.9,23.2
2026-01-03T11:13:17.866130,device-01,37,10,160,37.5,89.2,5.8,185.3,49.0
2026-01-03T11:13:20.585356,device-01,133,18,92,35.0,55.0,4.5,47.3,25.1
2026-01-03T11:13:20.866995,device-01,99,16,184,27.8,78.3,5.4,218.6,50.4
2026-01-03T11:13:23.586283,device-01,43,11,102,16.4,72.6,6.0,249.2,24.4
2026-01-03T11:13:23.867641,device-01,13,96,102,25.8,85.8,5.4,15.5,38.3
2026-01-03T11:13:26.587291,device-01,135,75,134,18.5,84.2,5.2,168.1,12.6
2026-01-03T11:13:26.868646,device-01,24,127,125,34.5,68.9,5.2,189.0,36.3
2026-01-03T11:13:29.588052,device-01,9,87,140,20.8,87.8,6.5,29.4,43.6
2026-01-03T11:13:29.869438,device-01,3,105,6,16.2,33.4,4.9,13.5,51.7
2026-01-03T11:13:32.589188,device-01,17,78,48,33.9,68.3,8.1,62.7,46.8
2026-01-03T11:13:32.870422,device-01,0,86,138,38.8,84.0,6.6,103.1,24.4
2026-01-03T11:13:35.589969,device-01,70,101,26,34.1,33.0,8.0,137.3,48.8
2026-01-03T11:13:35.871003,device-01,26,62,106,37.4,84.0,5.4,27.3,46.9
2026-01-03T11:13:38.591347,device-01,121,86,118,27.0,69.1,6.6,118.3,33.0
2026-01-03T11:13:38.871918,device-01,111,108,145,33.5,52.4,4.6,243.7,12.1
2026-01-03T11:13:41.592230,device-01,43,32,54,31.2,49.3,6.9,17.0,25.7
2026-01-03T11:13:41.872767,device-01,71,27,131,25.6,67.2,6.2,44.0,40.7
2026-01-03T11:13:44.593357,device-01,58,90,25,29.7,39.6,5.2,56.3,51.6
2026-01-03T11:13:44.873534,device-01,122,91,57,26.4,56.6,6.0,21.6,43.0
2026-01-03T11:13:47.594126,device-01,18,44,77,15.3,74.1,6.5,59.3,31.3
2026-01-03T11:13:47.874736,device-01,131,12,75,29.9,66.3,6.8,10.4,55.5
2026-01-03T11:13:50.595360,device-01,82,130,106,24.1,89.3,4.8,107.1,54.1
2026-01-03T11:13:50.875804,device-01,121,46,165,17.1,36.2,7.6,180.7,11.2
2026-01-03T11:13:53.596297,device-01,139,21,116,27.4,82.6,8.1,150.6,38.5
2026-01-03T11:13:53.876593,device-01,130,88,62,38.8,59.2,6.6,134.7,34.2
2026-01-03T11:13:56.597115,device-01,85,56,57,26.6,33.0,6.1,155.7,13.5
2026-01-03T11:13:56.877689,device-01,66,104,70,37.0,40.3,6.7,167.8,23.8
2026-01-03T11:13:59.597968,device-01,102,143,32,37.8,45.6,6.5,131.1,27.9
2026-01-03T11:13:59.878713,device-01,26,64,28,21.3,44.9,7.2,34.3,31.4
2026-01-03T11:14:02.598655,device-01,3,77,114,17.6,49.0,4.9,9.9,59.1
2026-01-03T11:14:02.879360,device-01,124,122,171,28.3,82.3,5.6,14.3,32.1
2026-01-03T11:14:05.599319,device-01,4,61,21,28.4,72.0,6.1,52.9,40.2
2026-01-03T11:14:05.880324,device-01,121,87,166,22.5,44.4,5.2,93.9,38.0
2026-01-03T11:14:08.600034,device-01,111,127,174,15.8,88.5,8.0,176.2,34.3
2026-01-03T11:14:08.881047,device-01,113,67,135,23.3,49.4,4.8,245.3,26.6
2026-01-03T11:14:11.600789,device-01,67,137,47,29.6,53.3,7.2,175.7,12.7
2026-01-03T11:14:11.881855,device-01,123,35,20,21.6,44.9,5.8,201.5,38.0
2026-01-03T11:14:14.601360,device-01,58,89,140,34.6,57.7,4.7,73.0,24.2
2026-01-03T11:14:14.882908,device-01,82,143,32,34.9,66.9,5.3,116.3,17.4
2026-01-03T11:14:17.602201,device-01,7,143,37,27.7,69.0,4.7,99.0,33.6
2026-01-03T11:14:17.883474,device-01,100,24,122,30.8,66.8,5.4,231.9,26.6
2026-01-03T11:14:20.602913,device-01,24,71,81,26.9,58.8,7.0,52.4,40.4
2026-01-03T11:14:20.884582,device-01,65,142,143,24.5,67.8,5.7,52.2,31.7
2026-01-03T11:14:23.604052,device-01,107,24,31,37.7,30.7,5.4,145.5,36.4
2026-01-03T11:14:23.885449,device-01,128,131,84,32.4,74.4,5.7,19.0,16.7
2026-01-03T11:14:26.604846,device-01,123,132,40,31.2,36.8,4.7,16.1,28.4
2026-01-03T11:14:26.886414,device-01,12,10,62,30.8,47.7,5.3,12.0,12.8
2026-01-03T11:14:29.605455,device-01,5,56,128,24.4,89.1,7.6,225.6,22.3
2026-01-03T11:14:29.886864,device-01,1,113,104,25.7,49.3,6.7,155.4,59.0
2026-01-03T11:14:32.606713,device-01,102,13,111,36.8,36.6,5.5,93.4,43.9
2026-01-03T11:14:32.887805,device-01,86,133,75,35.1,33.6,5.6,213.0,38.9
2026-01-03T11:14:35.607466,device-01,101,5,95,30.9,75.5,6.3,16.6,41.9
2026-01-03T11:14:35.888439,device-01,68,145,72,36.6,56.1,6.7,21.2,10.2
2026-01-03T11:14:38.608348,device-01,1,63,143,35.8,89.3,5.0,68.8,10.4
2026-01-03T11:14:38.889280,device-01,0,31,11,22.5,32.6,6.8,84.5,34.3
2026-01-03T11:14:41.608935,device-01,89,129,185,22.4,44.6,8.5,71.6,34.1
2026-01-03T11:14:41.889938,device-01,23,48,195,37.9,88.4,8.3,155.0,21.1
2026-01-03T11:14:44.609888,device-01,139,23,29,15.5,32.6,4.6,208.9,58.0
2026-01-03T11:14:44.890742,device-01,75,98,10,39.0,49.6,6.9,248.3,49.1
2026-01-03T11:14:47.610827,device-01,66,92,71,26.8,36.8,7.1,160.6,35.8
2026-01-03T11:14:47.891482,device-01,103,32,70,36.0,71.7,7.5,217.3,28.1
2026-01-03T11:14:50.611520,device-01,54,14,154,36.1,86.6,4.8,21.6,10.5
2026-01-03T11:14:50.892442,device-01,117,103,82,18.4,54.0,6.8,169.4,45.2
2026-01-03T11:14:53.612617,device-01,131,63,169,17.7,64.1,8.0,37.8,35.5
2026-01-03T11:14:53.893340,device-01,120,69,186,17.8,49.7,7.9,38.9,53.9
2026-01-03T11:14:56.613284,device-01,42,75,18,29.7,74.5,4.8,62.5,14.2
2026-01-03T11:14:56.894124,device-01,3,17,20,17.8,60.1,8.4,191.3,34.2
2026-01-03T11:14:59.614124,device-01,117,116,181,28.2,34.0,6.4,188.3,48.3
2026-01-03T11:14:59.895086,device-01,113,46,53,27.4,36.5,5.0,246.7,20.2
2026-01-03T11:15:02.615382,device-01,50,86,156,26.8,73.8,8.0,208.7,49.8
2026-01-03T11:15:02.896065,device-01,121,128,108,29.5,58.6,7.1,123.4,53.5
2026-01-03T11:15:05.616769,device-01,1,85,101,24.5,37.6,8.4,139.6,49.3
2026-01-03T11:15:05.896985,device-01,113,30,133,31.8,83.9,6.9,12.2,26.7
2026-01-03T11:15:08.617697,device-01,132,63,123,36.6,58.2,4.9,169.7,41.9
2026-01-03T11:15:08.897747,device-01,20,22,171,40.0,71.7,7.6,232.7,35.7
2026-01-03T11:15:11.618359,device-01,110,17,45,30.6,33.7,7.0,245.7,58.4
2026-01-03T11:15:11.898702,device-01,14,12,107,22.6,89.8,5.6,98.9,49.1
2026-01-03T11:15:14.619118,device-01,120,91,34,33.5,53.5,4.9,135.7,17.8
2026-01-03T11:15:14.899182,device-01,15,96,57,28.8,66.5,4.8,182.1,29.7
2026-01-03T11:15:17.619782,device-01,10,52,5,39.8,71.0,7.0,46.0,25.9
2026-01-03T11:15:17.900161,device-01,73,106,73,23.6,87.2,4.8,201.8,48.2
2026-01-03T11:15:20.620791,device-01,85,30,145,27.0,86.0,8.1,131.6,42.0
2026-01-03T11:15:20.901129,device-01,89,99,93,35.3,84.1,5.0,60.9,49.5
2026-01-03T11:15:23.622202,device-01,101,34,11,16.5,78.7,8.4,239.2,32.3
2026-01-03T11:15:23.901913,device-01,138,72,142,37.1,64.2,7.7,169.8,18.6
2026-01-03T11:15:26.623088,device-01,97,107,138,16.5,46.4,7.4,108.6,46.3
2026-01-03T11:15:26.903093,device-01,103,6,113,17.2,40.1,4.9,144.4,37.4
2026-01-03T11:15:29.624318,device-01,93,111,125,32.8,38.4,7.7,220.8,10.0
2026-01-03T11:15:29.903814,device-01,52,65,78,16.2,73.4,5.4,67.7,28.4
2026-01-03T11:15:32.625193,device-01,11,96,175,37.8,30.3,4.8,138.3,40.5
2026-01-03T11:15:32.904848,device-01,19,6,199,19.2,61.3,6.9,110.1,26.2
2026-01-03T11:15:35.625874,device-01,76,30,89,26.5,30.9,8.4,206.7,32.7
2026-01-03T11:15:35.905706,device-01,79,29,109,32.4,85.0,7.7,67.0,11.8
2026-01-03T11:15:38.626963,device-01,138,99,106,39.0,81.3,5.8,94.8,11.1
2026-01-03T11:15:38.906449,device-01,104,37,159,33.6,84.4,7.5,236.1,31.7
2026-01-03T11:15:41.627816,device-01,98,37,12,15.4,53.0,5.5,233.8,20.4
2026-01-03T11:15:41.907166,device-01,116,120,128,19.5,57.4,6.6,233.7,37.0
2026-01-03T11:15:44.628660,device-01,121,143,189,15.4,84.7,5.8,16.0,53.5
2026-01-03T11:15:44.908182,device-01,64,31,177,39.5,89.0,5.4,56.6,29.5
2026-01-03T11:15:47.629407,device-01,12,57,112,16.4,89.0,5.2,20.7,40.0
2026-01-03T11:15:47.909670,device-01,13,83,166,20.3,67.6,5.6,128.3,25.3
2026-01-03T11:15:50.629998,device-01,125,48,54,16.4,84.1,7.0,210.0,37.2
2026-01-03T11:15:50.910738,device-01,66,41,191,39.0,81.7,6.9,159.3,51.0
2026-01-03T11:15:53.631315,device-01,13,36,198,24.1,87.1,5.7,61.8,38.8
2026-01-03T11:15:53.911600,device-01,73,135,187,37.6,59.1,6.3,89.0,27.2
2026-01-03T11:15:56.632163,device-01,106,20,69,24.7,39.5,5.5,40.2,15.1
2026-01-03T11:15:56.912721,device-01,139,108,26,34.7,42.2,5.0,154.4,43.1
2026-01-03T11:15:59.633035,device-01,77,32,190,19.2,86.6,6.6,12.5,29.1
2026-01-03T11:15:59.913633,device-01,4,58,71,23.7,86.2,4.6,156.1,56.3
2026-01-03T11:16:02.633703,device-01,14,112,69,18.2,30.9,8.4,6.2,23.4
2026-01-03T11:16:02.914466,device-01,93,120,126,18.5,60.8,5.9,164.6,53.2
2026-01-03T11:16:05.634548,device-01,34,29,70,19.5,73.3,7.1,126.7,43.0
2026-01-03T11:16:05.915054,device-01,130,11,172,39.2,45.6,7.0,92.2,28.5
2026-01-03T11:16:08.635570,device-01,104,131,74,38.5,88.2,4.5,100.1,22.5
2026-01-03T11:16:08.916116,device-01,12,108,145,31.2,85.9,8.2,25.4,11.0
2026-01-03T11:16:11.636226,device-01,68,98,98,35.5,66.3,7.0,179.9,19.7
2026-01-03T11:16:11.916644,device-01,9,122,59,28.1,33.4,7.6,165.8,18.1
2026-01-03T11:16:14.637069,device-01,78,140,193,24.3,70.3,6.6,88.9,15.5
2026-01-03T11:16:14.917828,device-01,40,60,130,18.3,45.0,8.0,35.2,42.0
2026-01-03T11:16:17.638042,device-01,81,119,161,28.8,67.7,6.8,179.6,42.6
2026-01-03T11:16:17.918794,device-01,52,54,18,26.9,58.0,7.8,11.4,23.4
2026-01-03T11:16:20.638782,device-01,13,87,35,34.8,87.7,5.2,87.5,50.6
2026-01-03T11:16:20.919372,device-01,96,33,41,15.4,38.3,8.4,155.7,48.3
2026-01-03T11:16:23.639304,device-01,138,95,62,19.8,35.8,5.6,22.8,13.0
2026-01-03T11:16:23.920473,device-01,124,119,81,20.6,42.0,7.6,159.6,21.7
2026-01-03T11:16:26.639896,device-01,56,87,57,26.5,66.8,5.0,59.0,45.2
2026-01-03T11:16:26.921124,device-01,31,7,197,20.1,46.0,5.8,159.5,21.4
2026-01-03T11:16:29.640897,device-01,140,88,144,18.2,58.2,6.6,59.0,48.8
2026-01-03T11:16:29.921971,device-01,100,84,137,34.1,52.3,5.8,67.1,53.7
2026-01-03T11:16:32.642092,device-01,89,30,6,29.0,78.0,5.9,61.3,29.1
2026-01-03T11:16:32.922698,device-01,57,34,74,31.2,83.7,7.0,121.0,36.3
2026-01-03T11:16:35.642833,device-01,47,28,91,24.3,64.9,5.4,25.2,44.5
2026-01-03T11:16:35.923852,device-01,70,102,53,22.9,52.5,5.7,117.9,53.4
2026-01-03T11:16:38.643632,device-01,55,65,100,19.3,75.4,4.5,2.4,25.6
2026-01-03T11:16:38.924803,device-01,43,12,83,21.8,49.0,7.2,183.2,22.6
2026-01-03T11:16:41.644291,device-01,99,99,154,30.6,31.1,8.1,153.7,44.7
2026-01-03T11:16:41.925699,device-01,99,19,36,20.9,84.7,6.3,77.3,51.1
2026-01-03T11:16:44.645711,device-01,18,73,192,17.3,73.3,8.0,121.4,24.6
2026-01-03T11:16:44.926834,device-01,57,51,87,36.7,67.2,7.6,194.5,53.2
2026-01-03T11:16:47.646696,device-01,98,25,40,35.9,73.5,6.1,177.1,22.1
2026-01-03T11:16:47.927753,device-01,17,73,37,31.6,54.3,4.5,159.9,21.4
2026-01-03T11:16:50.647940,device-01,35,143,179,37.7,35.7,6.7,154.6,55.8
2026-01-03T11:16:50.928592,device-01,6,110,153,30.3,40.8,7.0,231.6,41.1
2026-01-03T11:16:53.649205,device-01,84,144,41,38.0,47.3,8.3,139.5,13.3
2026-01-03T11:16:53.929687,device-01,96,67,73,20.1,82.4,6.6,179.1,31.4
2026-01-03T11:16:56.650342,device-01,128,9,177,19.2,66.7,6.5,22.1,53.1
2026-01-03T11:16:56.930544,device-01,76,61,170,39.6,61.9,5.4,213.7,19.0
2026-01-03T11:16:59.651479,device-01,67,18,181,26.3,32.0,5.3,215.3,25.0
2026-01-03T11:16:59.967099,device-01,53,101,143,22.8,37.8,4.5,172.6,25.9
2026-01-03T11:17:02.652356,device-01,68,6,195,28.2,53.0,6.6,27.7,23.9
2026-01-03T11:17:02.968316,device-01,17,27,194,30.5,78.8,7.9,194.2,23.9
2026-01-03T11:17:05.653432,device-01,84,68,161,31.0,44.1,8.1,15.8,22.6
2026-01-03T11:17:05.969303,device-01,67,88,154,25.5,53.3,6.4,9.0,24.9
2026-01-03T11:17:08.654219,device-01,8,143,161,31.6,69.6,7.5,41.6,52.3
2026-01-03T11:17:08.970256,device-01,8,50,15,31.6,80.1,8.4,114.1,28.3
2026-01-03T11:17:11.655169,device-01,49,131,164,31.6,33.8,8.3,36.7,20.4
2026-01-03T11:17:11.970990,device-01,89,12,5,25.6,62.5,4.8,63.0,10.3
2026-01-03T11:17:14.656114,device-01,0,33,53,29.2,31.5,5.8,49.5,59.9
2026-01-03T11:17:14.972529,device-01,35,17,65,23.3,64.4,8.1,129.0,48.4
2026-01-03T11:17:17.656816,device-01,106,100,151,34.6,37.6,7.0,121.5,59.9
2026-01-03T11:17:17.973882,device-01,93,114,131,32.8,71.5,8.5,21.1,52.9
2026-01-03T11:17:20.657945,device-01,124,138,10,27.2,36.6,6.5,16.4,24.3
2026-01-03T11:17:20.975013,device-01,136,104,120,22.9,77.7,5.2,193.4,55.4
2026-01-03T11:17:23.659024,device-01,24,17,189,17.7,82.5,6.7,134.4,17.3
2026-01-03T11:17:23.975763,device-01,24,101,31,18.7,84.9,5.8,239.7,53.3
2026-01-03T11:17:26.659939,device-01,4,29,11,39.0,54.9,5.2,246.7,26.9
2026-01-03T11:17:26.976799,device-01,20,135,73,21.6,50.7,5.9,170.9,56.5
2026-01-03T11:17:29.661025,device-01,76,144,99,16.1,74.0,5.6,21.2,59.4
2026-01-03T11:17:29.977470,device-01,12,111,134,37.1,57.2,5.8,165.7,21.1
2026-01-03T11:17:32.662317,device-01,57,111,47,33.5,46.2,7.9,131.7,18.6
2026-01-03T11:17:32.978090,device-01,51,88,194,28.9,45.2,7.5,54.7,41.5
2026-01-03T11:17:35.663208,device-01,131,124,167,35.4,77.1,4.7,242.6,58.1
2026-01-03T11:17:35.978861,device-01,63,113,27,36.4,73.0,6.1,20.9,30.2
2026-01-03T11:17:38.664147,device-01,135,44,187,23.2,54.8,6.4,31.5,29.7
2026-01-03T11:17:38.979356,device-01,94,50,178,23.5,62.2,4.9,66.7,22.4
2026-01-03T11:17:41.665081,device-01,96,48,119,29.9,54.5,8.5,77.2,50.7
2026-01-03T11:17:41.980404,device-01,94,121,158,24.2,44.7,6.5,148.3,30.7
2026-01-03T11:17:44.665756,device-01,94,6,29,29.9,83.6,7.5,224.2,40.0
2026-01-03T11:17:44.981267,device-01,27,101,191,20.9,50.1,5.5,53.5,12.8
2026-01-03T11:17:47.666769,device-01,122,90,128,39.5,74.9,5.7,48.7,51.2
2026-01-03T11:17:47.982531,device-01,109,22,79,36.7,53.4,5.3,144.4,20.8
2026-01-03T11:17:50.667764,device-01,77,10,118,17.2,65.1,7.9,3.1,30.6
2026-01-03T11:17:50.983258,device-01,29,97,185,20.6,59.5,6.7,203.6,20.4
2026-01-03T11:17:53.668666,device-01,120,109,140,16.5,78.1,7.7,4.8,17.4
2026-01-03T11:17:53.983891,device-01,104,11,7,30.7,58.3,5.5,107.2,18.2
2026-01-03T11:17:56.669540,device-01,13,109,160,16.0,42.8,7.2,114.1,32.9
2026-01-03T11:17:56.984722,device-01,81,108,14,15.5,62.2,5.9,104.9,41.9
2026-01-03T11:17:59.670215,device-01,136,144,172,33.0,34.9,7.9,132.7,21.5
2026-01-03T11:17:59.985888,device-01,44,41,69,29.7,35.1,6.0,181.5,26.0
2026-01-03T11:18:02.670723,device-01,82,54,41,28.7,38.1,6.3,113.3,32.6
2026-01-03T11:18:02.986631,device-01,1,115,53,39.6,46.5,5.4,147.8,19.7
2026-01-03T11:18:05.671459,device-01,93,45,113,27.1,88.3,4.7,239.9,54.5
2026-01-03T11:18:05.987222,device-01,48,36,99,32.2,67.8,6.5,130.8,26.5
2026-01-03T11:18:08.672338,device-01,65,79,72,30.4,81.5,5.2,140.2,11.2
2026-01-03T11:18:08.987901,device-01,17,141,126,37.3,76.3,6.2,67.1,24.4
2026-01-03T11:18:11.673185,device-01,9,24,10,20.6,79.9,8.5,194.4,58.5
2026-01-03T11:18:11.988536,device-01,107,127,171,28.0,37.9,6.6,21.0,35.4
2026-01-03T11:18:14.674100,device-01,68,45,128,15.3,78.9,6.1,112.8,13.3
2026-01-03T11:18:14.989438,device-01,3,130,81,21.4,85.5,5.4,146.8,20.5
2026-01-03T11:18:17.674822,device-01,123,102,63,32.4,75.5,4.9,31.3,35.4
2026-01-03T11:18:17.990126,device-01,106,96,111,39.0,59.9,8.3,22.5,20.3
2026-01-03T11:18:20.675695,device-01,109,121,70,19.7,33.7,6.6,157.4,57.5
2026-01-03T11:18:20.990749,device-01,104,30,74,22.0,56.5,5.2,210.1,58.2
2026-01-03T11:18:23.676457,device-01,12,35,169,28.3,72.6,8.2,150.8,42.3
2026-01-03T11:18:23.991378,device-01,116,121,198,33.6,57.7,5.3,107.8,50.5
2026-01-03T11:18:26.677107,device-01,36,74,168,38.9,30.2,4.6,122.4,15.6
2026-01-03T11:18:26.992169,device-01,115,12,154,38.1,51.0,7.0,222.4,20.2
2026-01-03T11:18:29.677683,device-01,121,94,70,34.1,58.9,8.1,249.6,42.4
